alanine,creatin.phosphate,creatine,cysteine,glutamine,n.acetylglutamine,proline,tryptophan,tyrosine,isoleucine,leucine,valine,fa.ch2ch2co,fa.ch2ch3,fa.ch2n,fa.ch3,fa.chch2ch,isobutyrate,albumin,creatinine,citrate,lactate,pyruvate,acetate,acetone,hydroxybutyrate.3,ethanol,isopropanol,methanol,trimethylamines,phenylpropionate,O.phosphoethanolamine,total.c,vldl.c,ldl.c,idl.c,hdl.c,total.tg,vldl.tg,ldl.tg,idl.tg,hdl.tg,total.vldl,large.vldl,medium.vldl,small.vldl,total.ldl,large.ldl,medium.ldl,small.ldl,total.hdl,large.hdl,medium.hdl,small.hdl
2.84665205053984,0.53062825106217,0.62057648772511,0.307484699747961,2.06178660644112,2.24812890719799,2.28033948404673,0.746687947487975,0.993251773010283,2.47989410796446,2.32042501112238,2.39516427428714,2.90306858869057,3.64675452781327,4.91074129127561,4.38265143944272,2.50878592357794,1.96571277635149,2.26799364822443,1.14740245283754,1.49962304642689,3.05163990549229,0.647103242058538,1.73165554515835,1.83736998048011,2.09433015417359,2.2082744135228,1.880990602956,-0.2484613592985,1.87487437593856,2.64971462408925,1.83258146374831,5.21553340506912,2.15640258281596,4.69711105968645,1.60743590976343,4.10841181943354,4.19086612921272,3.62434093297637,2.63188884013665,2.06812778177956,1.91250108692418,3.17680304844629,-0.0618754037180875,1.40118297361364,2.94285878394692,6.64127354937736,4.82020091719175,5.64080717549469,5.88718677840139,3.30871652886799,-2.12026353620009,2.24283508858827,2.87976009730157
2.82078347108945,0.576613364303994,0.693147180559945,0.392042087776024,2.10291389786498,2.20386912005489,2.30757263450509,0.974559639998131,1.0681530811834,2.46385324059017,2.31550131826059,2.40152504084895,2.93969088267037,3.57178368223769,4.83095025862343,4.32134732386203,2.48740352998659,1.95868534054404,2.35707327827812,1.16315080980568,1.55603713570699,3.32755084149386,0.631271776841858,1.73342389221509,1.8196988379173,2.12465388450138,2.31154483436552,2.03861954715958,-0.342490308946776,1.93007108502557,2.62249231274056,1.81645208181843,5.27887967265556,2.68648602318637,4.79305954708551,2.14006616349627,3.95699637107088,4.62202730305451,4.01096295328305,3.01798288248881,2.39698576841553,2.71204222237175,3.59950164296272,0.246860077931526,1.85002837735203,3.36487911898804,6.78707805921242,4.89589761662583,5.787388058511,6.05542477606686,3.34603697048488,-1.17118298150295,2.10535292346434,2.98971420122843
2.66444656362008,0.173953307123438,0.300104592450338,0.00995033085316809,1.67147330335355,2.08318452795867,2.002830439308,0.29266961396282,0.683096844706444,2.37954613413017,2.22893855282575,2.30158459266046,3.04927304048202,3.72689752130146,5.35587847707257,4.47038085963945,2.44495233428097,1.84530023615608,1.90805992492422,1.02604159583327,1.15057202759882,3.39651979211104,0.285178942233662,1.49962304642689,2.1126345090356,1.74919985480926,1.98924327376169,1.64093657949347,-0.713349887877465,1.51951320490611,2.47401420862158,1.51951320490611,5.78206979638709,4.06199353200444,5.20329214613893,3.53718409086174,3.91402100809082,5.89564173593065,5.56624306063414,3.72930136861285,3.28316431475056,3.51720105741846,5.17349083360119,0.985816794522765,3.48277736865458,4.95088528969048,7.2507703502171,5.46856634210772,6.07267580253281,6.60425542916326,3.54616315191234,0.0295588022415444,2.23108909128898,3.19212108755938
2.73501664933202,0.378436435720245,0.536493370514569,0.207014169384326,1.94591014905531,2.13534917361813,2.17588743994809,0.703097511413113,0.841567185678219,2.33214389523559,2.2170272046324,2.30358459332713,3.09648217665413,3.67427330172457,5.177053279055,4.41158543691543,2.52972066557779,1.83736998048011,2.14710019015365,1.07500242302898,1.41827740697294,3.14026542428629,0.542324290825362,1.69009581545155,2.19165353228676,1.98787434815435,2.14476100780048,1.75958057086382,-0.342490308946776,1.7404661748405,2.53290284805626,1.71739505393919,5.55117504784564,3.63626950384164,5.05350319432343,2.44581926107995,3.94119338272793,5.55164088636338,5.39856985843713,2.89369954798884,2.14710019015365,2.2975725511705,4.99409932545616,0.703097511413113,3.1904763503465,4.79760707652314,7.01681594064874,5.74017868984749,3.41805449872858,6.65104201747849,3.26842760369745,-6.90775527898214,2.06305806242931,2.91235066461494
2.8094026953625,0.418710334858185,0.609765571620894,0.285178942233662,2.00148000021012,2.2353763433006,2.24389609664537,0.559615787935423,0.883767540168595,2.41502052232383,2.28340227357727,2.35042242240821,2.89922137317315,3.64675452781327,5.03148312660909,4.37902212565358,2.59450815970308,1.90657514365664,2.2364452904895,1.14103300455206,1.50629715351459,2.86162928903051,0.631271776841858,1.69927861643389,1.95586047990848,2.03861954715958,2.17247640764703,1.93007108502557,-0.462035459596559,1.82616089594539,2.54631527791664,1.76985463384001,5.11367311438444,2.36930872503695,4.18433760074881,2.00552585872967,4.41291949811625,4.86182587983475,4.48593609806439,2.37397508908072,2.46640317822344,2.88926002904347,4.01674331619855,0.3293037471426,2.11384296839717,3.82537519870247,6.22622041375036,4.37361636731391,5.00876688303623,5.62322296679778,3.71892357546231,-1.83258146374831,2.60786147384678,3.31345846735415
2.82790516291049,0.625938430866495,0.756121979721334,0.482426149244293,2.17361471169709,2.26176309847379,2.34372703632522,0.940007258491471,1.09192330051731,2.44927947214485,2.30058309032337,2.41412646772695,2.87186828633161,3.56953269648137,4.71384520261375,4.32519169792134,2.53765721517353,1.97823903617067,2.38967979984498,1.24126858906963,1.68268837417369,2.86448398694404,0.708035793053696,1.79009141212736,1.79175946922806,2.20276475771183,2.2628042229822,1.98924327376169,-0.0618754037180875,2.03861954715958,2.63044895507866,1.94161522477243,5.10993749517012,2.40243042796376,4.63025296635555,1.61143591509677,3.85142338329922,4.19026061905193,3.59649000482059,2.74855214441154,1.99470031322475,1.88706964903238,3.19458313229916,-0.127833371509885,1.51951320490611,2.94180393152844,6.59616295448281,4.76983680754333,5.61163063537284,5.83126645180165,3.08967788639652,-1.96611285637283,1.99061032797322,2.67552700939665
2.78932292123095,0.451075619360217,0.565313809050061,0.27002713721306,1.99470031322475,2.20937271127187,2.23964529322017,0.65232518603969,0.936093359170335,2.41323161308111,2.28645571106416,2.33891702224144,2.96630346286318,3.68235823712367,5.07692228576794,4.40915530206213,2.62394369180521,1.9139771019523,2.19944433407453,1.13462272619114,1.45395300959371,3.04642538786951,0.559615787935423,1.67896397508271,1.96850998097255,2.04381436403668,2.22678337957776,1.8484548129046,-0.385662480811985,1.81156209652423,2.56032328907275,1.78674692740451,5.3386432380196,2.83790818836042,4.68610480348409,2.31550131826059,4.28482717129675,5.17694038038144,4.81194042318436,3.01798288248881,2.54002594900908,3.04642538786951,4.30609006858394,0.982078472412158,2.49650578563135,4.08345212105568,6.73309232011545,4.77482856882865,5.63110424915822,6.09196577552984,3.65143715863807,-1.27296567581289,2.51769647261099,3.25231060095444
2.7669478423497,0.470003629245736,0.570979546585738,0.29266961396282,2.00821403239147,2.21156569460688,2.23430625224075,0.891998039305111,0.924258901523332,2.3887627892351,2.25863320546486,2.35896542643015,2.91614779421115,3.65117758692993,5.01820655959257,4.38014987466102,2.52252351335931,1.9213246735827,2.21266038546606,1.18172719537862,1.54329810992956,2.99322914333587,0.598836501088704,1.67147330335355,1.9213246735827,2.05668455455722,2.2170272046324,1.89160480419777,-0.150822889734584,1.84054963339749,2.57184857992181,1.8099267731835,5.33271879326537,2.80214752448133,4.75117348010793,2.17588743994809,4.18950321539533,4.90386637970297,4.47699584726458,2.87694873756402,2.43449016387398,2.87186828633161,4.07261007007609,0.418710334858185,2.11625551480255,3.88936831486334,6.75096110820946,4.8311098246043,5.6900553540362,6.07216857452294,3.5313480661272,-1.83258146374831,2.45014265735166,3.10995341764401
2.62103882411258,0.29266961396282,0.3293037471426,0.122217632724249,1.80335860507141,2.00552585872967,2.10169215061466,0.978326122793608,0.746687947487975,2.39698576841553,2.17133680638409,2.22245904851476,3.19581188526965,3.75490124965593,5.24549659036445,4.36640525377092,2.56494935746154,1.76644166124377,1.98100146886658,1.01160091167848,1.27815220250019,3.60875340963465,0.378436435720245,1.49514876603197,2.16561923792089,1.87946504964716,2.16791018966744,1.66392609771817,-0.462035459596559,1.59330853050422,2.50634193050807,1.57069708411767,5.618805390725,4.04637905792722,4.9608145991123,2.91614779421115,4.04637905792722,5.98625098005509,5.73460261699609,3.47568623365289,3.12456514539696,3.51035069555868,5.44341288616588,0.688134638736401,3.15870110183213,5.32637018099007,6.98220390739164,5.51246053566495,5.42314221699347,6.40181768928892,3.61253822085721,-0.510825623765991,2.4706386779903,3.20437113866532
2.89314568477889,0.536493370514569,0.72270598280149,0.418710334858185,2.14006616349627,2.29152414563462,2.32825283974262,0.756121979721334,0.974559639998131,2.48740352998659,2.37490575457367,2.46385324059017,2.86448398694404,3.60658421138711,4.80990533761895,4.38427410721436,2.48906465993666,2.00821403239147,2.32140684723463,1.13462272619114,1.61938824328727,2.82197394742052,0.683096844706444,1.79840401194672,1.73342389221509,2.1621729392773,2.17588743994809,1.90359895098359,-0.371063681390832,1.93296963777958,2.67000213346468,1.86562931779451,5.22397090441938,0.746687947487975,4.67869941927621,1.31908561142644,4.27930153215107,3.90499839049118,3.09602999486936,2.69259809654329,1.83258146374831,1.87487437593856,2.55256529826182,-0.755022584278033,0.693147180559945,2.33891702224144,6.64067290170444,4.80598632541821,5.61615272469523,5.9095763876353,3.46385914278687,-2.20727491318972,2.37769256548085,3.04642538786951
